A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,label
2552,58,11,256,15,1253,228,218,122,4186,0
2546,75,12,268,12,1233,234,217,113,4173,0
2541,45,4,283,12,1214,221,231,147,4160,0
2543,336,5,295,19,1195,209,233,162,4147,0
2542,40,8,309,17,1176,221,222,135,4134,0
2536,56,11,323,16,1158,227,217,122,4121,0
2531,57,10,335,9,1140,227,219,125,4109,0
2528,53,10,350,12,1123,226,219,127,4097,0
2524,57,11,365,11,1107,228,217,121,4085,0
2518,60,10,371,5,1091,228,218,122,4073,0
2514,62,9,379,3,1075,228,221,126,4062,0
2509,61,9,390,-3,1061,227,222,128,4050,0
2506,59,10,402,-1,1047,228,219,124,4039,0
2501,64,12,417,-5,1022,231,215,115,4028,0
2494,67,10,430,-6,992,231,219,120,4017,0
2490,66,8,443,-8,962,229,224,128,4006,0
2486,38,5,450,-10,932,220,228,144,3996,0
2487,4,6,450,10,902,212,228,154,3986,0
2486,20,7,450,9,872,215,225,147,3976,0
3070,175,24,170,29,5326,225,244,137,1660,0
3067,162,23,192,26,5343,235,238,120,1679,0
3064,157,23,212,23,5360,239,236,115,1699,0
3057,168,23,228,16,5378,231,242,130,1719,0
3057,172,24,242,23,5395,227,243,133,1740,0
3054,159,25,258,20,5413,237,235,113,1740,0
3047,153,23,277,16,5430,240,234,110,1740,0
3041,161,20,295,20,5448,235,240,126,1740,0
3041,167,19,300,20,5466,232,243,134,1741,0
3037,162,20,301,23,5484,235,241,127,1742,0
3034,163,19,306,20,5502,234,242,130,1744,0
3031,182,16,313,17,5520,223,249,153,1746,0
3034,188,15,323,26,5539,220,250,159,1749,0
3034,174,15,335,26,5557,227,247,147,1753,0
3034,168,15,350,20,5576,230,245,142,1756,0
3031,170,13,360,23,5594,229,245,145,1761,0
3031,190,13,361,30,5613,219,250,161,1766,0
3034,192,15,365,36,5632,218,251,163,1771,0
3034,199,16,371,33,5651,213,252,169,1777,0
3037,212,19,379,36,5670,201,254,183,1783,0
3070,202,15,541,95,5905,212,252,172,1895,0
3073,206,19,558,98,5925,205,254,178,1907,0
3080,210,23,573,46,5945,196,254,184,1919,0
3086,206,22,552,52,5965,200,254,179,1932,0
3093,208,22,531,52,5986,198,254,182,1945,0
3100,193,20,509,59,6006,213,252,164,1959,0
3100,192,19,488,50,6027,215,251,162,1973,0
3103,195,17,467,53,6048,214,252,165,1987,0
3103,200,15,446,49,6068,213,252,170,2002,0
3113,208,18,404,53,6110,205,254,179,2032,0
3119,200,19,382,59,6131,209,253,172,2048,0
3119,195,19,361,49,6152,213,252,166,2064,0
3123,200,19,339,53,6173,209,253,171,2080,0
3126,187,19,319,53,6185,219,250,157,2097,0
3126,164,21,297,53,6192,234,241,128,2114,0
3119,164,21,277,42,6199,234,241,128,2131,0
3119,188,19,255,42,6207,218,250,159,2148,0
3123,200,19,234,43,6214,209,253,171,2166,0
3126,185,17,212,46,6221,221,249,156,2184,0
3123,203,23,90,7,6305,202,253,176,2398,0
3132,196,23,120,16,6313,208,252,167,2419,0
3132,160,18,150,9,6322,236,241,128,2440,0
3123,145,13,180,-2,6330,238,238,128,2461,0
3123,144,10,210,-5,6339,235,238,134,2482,0
3116,137,15,240,-12,6348,242,233,116,2504,0
3109,163,13,270,-19,6357,232,243,139,2525,0
3109,170,9,300,-19,6366,227,244,149,2547,0
3106,146,5,330,-22,6375,228,239,145,2569,0
3106,180,3,360,-22,6385,220,241,156,2591,0
3106,146,5,390,-22,6394,227,239,146,2613,0
3103,169,7,418,-5,6404,226,243,151,2636,0
3106,189,9,408,-2,6414,221,247,160,2659,0
3106,165,8,400,-2,6423,228,243,148,2681,0
3103,150,8,395,-5,6433,230,240,142,2704,0
3103,187,6,391,-5,6444,221,244,159,2727,0
3106,197,5,390,-2,6454,219,244,161,2750,0
3106,146,7,390,-2,6464,230,239,142,2774,0
3103,137,8,390,-5,6475,232,237,137,2797,0
3100,132,7,390,-8,6485,231,237,138,2821,0
3096,144,4,390,-12,6496,226,239,147,2844,0
3096,135,3,390,-12,6507,225,238,148,2868,0
3096,94,3,390,-12,6518,224,234,145,2892,0
3093,39,3,390,-15,6529,220,232,149,2916,0
3090,81,6,390,-18,6540,228,230,136,2940,0
3086,115,5,390,-22,6552,229,235,140,2964,0
3086,243,1,390,-22,6563,216,239,160,2989,0
3086,330,4,384,42,6575,210,235,163,3013,0
3090,58,4,361,53,6586,223,230,143,3038,0
3083,99,9,339,49,6598,235,228,123,3062,0
3077,121,4,319,43,6610,227,236,144,3087,0
3077,0,0,300,43,6622,218,238,156,3112,0
3077,45,1,283,43,6634,219,236,154,3137,0
3077,100,8,268,43,6647,234,229,127,3162,0
3070,95,14,256,36,6659,241,219,104,3187,0
3064,79,10,247,30,6671,233,223,121,3212,0
3060,61,5,242,26,6684,224,229,141,3237,0
3060,90,3,240,26,6697,224,234,146,3263,0
3057,162,2,240,23,6710,221,239,154,3288,0
3057,148,4,240,23,6722,226,239,148,3314,0
3054,135,8,240,20,6705,233,237,135,3339,0
3050,135,8,240,16,6676,233,237,135,3365,0
3047,135,6,240,13,6647,230,237,140,3391,0
3047,135,5,242,13,6618,228,238,144,3416,0
3044,99,10,247,10,6589,236,227,121,3442,0
3037,94,10,256,3,6560,236,225,119,3468,0
3034,106,9,268,0,6532,235,229,125,3494,0
3027,117,7,283,-3,6503,233,233,132,3520,0
3027,120,8,295,0,6474,234,234,132,3546,0
3021,121,8,309,-2,6445,235,233,130,3572,0
3018,121,6,323,-2,6416,230,235,139,3599,0
3014,97,6,330,-3,6388,230,231,135,3625,0
3011,85,9,330,-9,6359,233,225,124,3651,0
3004,80,8,330,-13,6330,231,225,127,3678,0
2972,267,5,270,33,5958,208,242,172,4025,0
2975,297,4,270,36,5929,208,238,169,4053,0
2975,48,6,270,36,5901,223,226,139,4080,0
2968,75,11,272,29,5872,234,219,116,4107,0
2962,83,6,277,23,5844,228,230,137,4134,0
2965,79,4,285,26,5815,224,233,144,4161,0
2959,86,12,295,20,5787,237,221,113,4189,0
2952,103,13,301,13,5759,242,222,108,4216,0
2945,123,11,306,9,5730,239,231,121,4243,0
2942,120,8,313,6,5702,234,234,132,4271,0
2939,97,12,323,3,5673,240,222,110,4298,0
2929,100,17,301,102,5645,246,214,91,4325,0
2919,111,15,272,92,5616,245,222,102,4353,0
2913,111,16,242,86,5588,246,221,98,4380,0
2903,101,28,212,76,5560,253,190,45,4408,0
2883,100,30,182,56,5531,252,183,36,4436,0
2870,103,25,153,43,5503,252,198,58,4463,0
2857,104,25,124,30,5475,252,198,58,4491,0
2827,263,19,30,6,5306,171,246,212,4657,0
2840,266,31,60,19,5277,129,236,237,4685,0
2863,269,33,90,42,5249,118,231,241,4713,0
2880,270,34,120,53,5221,115,229,242,4741,0
2959,192,8,488,132,4858,220,247,161,5106,0
2959,188,7,518,132,4830,221,245,159,5134,0
2959,129,7,547,132,4802,231,236,137,5162,0
2955,100,8,577,128,4775,234,229,127,5190,0
2952,90,8,607,125,4747,232,228,129,5219,0
2945,94,12,636,118,4719,238,222,113,5247,0
2939,104,13,666,43,4692,241,223,110,5275,0
2932,122,9,642,42,4664,236,233,127,5304,0
2929,111,10,618,39,4636,237,229,122,5332,0
2922,101,10,595,39,4609,236,227,121,5360,0
2919,135,1,573,36,4581,221,238,153,5389,0
2922,68,3,552,39,4554,222,234,148,5417,0
2919,79,9,531,42,4526,232,224,124,5445,0
2913,34,5,509,36,4499,219,228,145,5474,0
2913,48,6,366,43,4308,222,227,140,5673,0
2909,45,5,350,42,4281,221,229,143,5702,0
2909,42,6,335,39,4254,221,227,142,5731,0
2906,67,12,323,36,4227,232,217,116,5759,0
2896,66,9,313,26,4200,229,221,124,5788,0
2896,13,4,300,26,4173,215,231,152,5816,0
2896,7,6,283,26,4146,213,228,153,5845,0
2896,23,7,268,39,4119,216,225,145,5874,0
2893,12,7,256,36,4092,213,226,150,5902,0
2893,29,8,247,36,4065,217,222,140,5931,0
2890,45,11,242,33,4038,223,215,125,5960,0
2886,54,12,228,39,4012,227,214,118,5988,0
2880,51,10,218,33,3985,225,219,127,6017,0
2880,35,8,212,33,3958,219,223,139,6046,0
2877,36,8,192,30,3932,220,222,138,6075,0
2873,51,10,175,26,3905,225,218,126,6103,0
2867,54,12,162,20,3879,227,213,117,6132,0
2863,40,11,153,26,3852,221,216,128,6161,0
2860,58,11,134,23,3826,228,218,122,6190,0
2854,97,10,108,17,3800,237,225,119,6218,0
2850,107,15,85,13,3773,244,221,102,6247,0
2837,103,13,67,0,3747,241,224,110,6276,0
2834,90,3,60,-2,3721,224,234,146,6305,0
2834,59,4,60,-2,3695,223,231,143,6334,0
2831,80,7,60,-5,3669,229,228,133,6363,0
2827,110,8,42,6,3643,234,231,129,6391,0
2824,126,6,30,3,3617,231,236,137,6420,0
2821,101,4,30,0,3591,226,234,144,6449,0
2818,45,5,30,0,3565,222,228,142,6478,0
2818,16,9,0,0,3540,212,222,146,6507,0
2818,32,15,0,0,3514,216,207,124,6533,0
2811,24,16,0,0,3489,210,205,128,6508,0
2811,349,15,30,10,3463,192,214,160,6483,0
2814,10,14,30,10,3438,204,212,143,6459,0
2808,355,12,42,4,3412,201,219,156,6434,0
2814,335,13,60,13,3387,191,223,171,6410,0
2814,351,12,67,16,3362,198,219,159,6385,0
2818,347,12,85,17,3337,197,221,161,6361,0
2818,18,9,95,17,3312,213,221,144,6337,0
2814,17,6,108,16,3287,215,226,148,6313,0
2814,358,8,124,16,3262,208,226,155,6288,0
2814,24,9,134,19,3237,215,220,141,6264,0
2811,39,10,150,16,3212,221,219,132,6240,0
2808,6,9,162,17,3188,210,223,151,6216,0
2811,346,9,175,23,3163,203,226,161,6192,0
2811,36,8,182,23,3139,220,222,138,6168,0
2804,42,7,190,23,3114,221,225,138,6144,0
2804,34,7,201,19,3090,219,225,142,6120,0
2801,57,10,212,23,3066,227,220,126,6096,0
2799,286,4,228,21,3018,208,239,170,6049,0
2799,69,3,242,21,2994,223,233,145,6025,0
2796,76,6,256,21,2971,228,229,136,6002,0
2794,68,3,268,22,2947,222,234,148,5978,0
2795,90,3,283,23,2924,225,234,145,5955,0
2791,90,9,268,41,2900,233,227,125,5932,0
2785,85,8,256,35,2877,232,227,128,5908,0
2782,73,5,242,39,2854,226,230,139,5885,0
2780,70,8,228,37,2831,229,225,129,5862,0
2774,70,6,216,31,2808,227,228,135,5839,0
2776,101,4,201,33,2785,226,234,144,5815,0
2771,122,6,190,28,2763,231,235,137,5792,0
2769,138,6,182,26,2741,229,238,143,5769,0
2768,144,4,180,25,2718,226,239,148,5747,0
2766,171,3,175,33,2696,221,240,155,5724,0
2767,131,5,162,34,2674,228,237,143,5701,0
2762,100,7,153,29,2652,232,231,131,5678,0
2759,65,7,150,26,2631,227,226,134,5656,0
2755,38,5,150,22,2609,220,228,144,5633,0
2756,339,3,150,23,2588,212,234,160,5611,0
2758,41,5,153,25,2567,220,229,145,5588,0
2752,50,8,162,19,2546,224,222,132,5566,0
2749,32,6,175,16,2525,219,226,144,5544,0
2749,45,5,162,37,2505,221,229,144,5521,0
2748,59,3,150,36,2484,221,233,148,5499,0
2749,98,5,134,37,2464,228,233,138,5477,0
2744,103,12,124,40,2444,240,224,112,5455,0
2736,119,11,108,32,2424,239,230,120,5433,0
2732,135,12,95,28,2405,239,234,123,5411,0
2725,133,16,85,22,2385,244,230,109,5390,0
2718,143,16,67,15,2366,241,235,117,5368,0
2714,169,14,60,11,2347,230,245,144,5346,0
2716,154,12,42,12,2329,235,241,135,5325,0
2708,120,16,30,4,2310,245,225,104,5303,0
2700,111,12,30,4,2292,240,227,116,5282,0
2696,65,7,0,0,2274,227,226,134,5261,0
2693,13,13,0,0,2256,207,214,142,5240,0
2693,3,18,30,5,2239,194,204,145,5219,0
2693,353,18,42,9,2222,187,206,155,5198,0
2695,347,17,67,10,2205,185,210,161,5177,0
2697,351,15,85,17,2188,192,213,158,5156,0
2699,4,11,90,19,2172,205,219,150,5135,0
2698,15,8,95,20,2156,213,223,147,5115,0
2697,32,9,108,22,2140,218,221,138,5094,0
2692,47,12,120,13,2125,224,214,122,5074,0
2687,25,11,120,14,2110,215,216,137,5053,0
2687,10,13,120,20,2095,205,213,143,5033,0
2685,347,16,120,22,2081,187,212,162,5013,0
2691,332,18,120,31,2067,175,214,177,4993,0
2694,339,15,124,35,2053,185,216,169,4973,0
2697,347,14,134,40,2039,193,217,162,4953,0
2697,16,13,150,45,2026,208,213,140,4933,0
2693,37,12,170,38,2014,219,213,127,4914,0
2689,41,10,192,41,2001,221,219,132,4894,0
2686,40,12,201,43,1989,221,214,126,4875,0
2681,39,13,190,38,1978,220,210,122,4855,0
2677,52,12,175,34,1967,226,215,121,4836,0
2671,76,12,162,42,1956,235,217,111,4817,0
2664,87,13,150,42,1945,239,218,108,4798,0
2658,100,10,127,36,1935,237,227,120,4779,0
2655,115,13,108,42,1926,242,227,113,4760,0
2646,119,19,85,33,1917,249,220,92,4742,0
2636,123,22,67,26,1908,251,217,82,4723,0
2625,126,23,42,15,1900,251,218,83,4705,0
2615,128,14,30,4,1892,243,230,113,4686,0
2611,45,3,0,0,1885,220,232,149,4668,0
2612,0,12,0,0,1878,203,218,152,4650,0
2613,14,16,0,0,1871,203,206,137,4632,0
2609,14,15,0,0,1865,205,209,138,4614,0
2609,18,13,0,0,1860,209,211,137,4597,0
2605,22,15,30,1,1854,209,207,131,4579,0
2603,5,15,30,6,1850,200,210,146,4562,0
2604,6,13,42,9,1827,204,215,147,4544,0
2602,11,11,67,13,1801,208,217,145,4527,0
2601,339,12,85,12,1775,195,223,167,4510,0
2606,318,13,90,21,1749,187,228,182,4493,0
2610,308,8,95,28,1724,197,235,178,4476,0
2613,302,3,108,30,1698,211,238,165,4460,0
2613,32,3,127,24,1673,219,232,150,4443,0
2610,57,7,150,28,1648,225,226,136,4427,0
2606,85,10,162,19,1622,235,223,119,4411,0
2599,88,7,175,20,1598,231,229,131,4395,0
2600,51,7,192,23,1573,224,225,137,4379,0
2595,48,13,212,16,1548,224,211,118,4363,0
2590,44,16,228,21,1524,222,202,110,4348,0
2583,37,17,242,14,1500,217,202,115,4332,0
2579,31,15,256,17,1476,215,206,124,4317,0
2575,36,14,268,13,1452,218,207,122,4302,0
2570,35,13,270,9,1429,218,210,125,4287,0
2566,6,11,270,13,1406,206,218,149,4272,0
2569,341,13,270,19,1383,192,220,166,4257,0
2571,342,15,270,17,1360,188,217,167,4243,0
2574,2,14,270,26,1338,199,212,149,4228,0
2571,21,14,270,25,1316,210,209,133,4214,0
2569,30,14,270,23,1294,215,209,128,4200,0
2564,34,14,272,20,1273,217,210,125,4186,0
2560,37,12,277,18,1252,219,212,126,4173,0
2546,69,14,295,9,1211,234,211,106,4146,0
2540,33,5,309,6,1191,219,229,147,4133,0
2544,319,5,323,15,1172,207,235,167,4120,0
2546,45,6,335,22,1153,222,227,140,4107,0
2541,54,10,350,16,1134,226,218,124,4094,0
2536,43,11,362,16,1116,222,216,127,4082,0
2532,45,11,376,10,1099,223,215,125,4070,0
2527,51,12,391,11,1082,226,214,120,4057,0
2522,51,12,400,9,1065,226,214,120,4046,0
2517,43,11,408,4,1050,222,215,126,4034,0
2513,35,11,418,2,1034,219,215,130,4022,0
2510,42,13,430,-2,1020,222,212,123,4011,0
2504,52,14,443,-3,1006,226,208,112,4000,0
2498,49,14,457,-8,993,225,210,116,3989,0
2493,42,12,470,-7,964,222,214,126,3978,0
2490,19,9,480,-8,934,214,222,144,3968,0
2491,2,7,480,-5,904,211,227,154,3957,0
2491,42,6,480,20,875,221,226,140,3947,0
3057,164,22,170,16,5318,234,241,126,1702,0
3050,157,23,190,9,5336,239,236,115,1722,0
3047,164,22,201,13,5353,234,241,126,1742,0
3044,169,21,216,10,5371,231,243,133,1762,0
3041,162,20,234,10,5388,235,241,127,1770,0
3037,155,18,255,16,5406,238,238,122,1770,0
3034,160,17,268,13,5424,235,241,131,1770,0
3031,164,15,270,17,5442,233,243,137,1771,0
3027,157,14,272,13,5460,235,241,133,1772,0
3024,163,12,277,10,5478,231,243,141,1774,0
3024,192,10,285,16,5497,219,248,162,1776,0
3027,192,10,295,19,5515,219,248,162,1779,0
3027,167,13,309,13,5533,230,244,144,1782,0
3024,171,13,323,16,5552,229,245,146,1786,0
3024,184,10,330,23,5571,223,247,157,1790,0
3024,190,8,331,26,5590,220,247,160,1795,0
3024,189,10,335,23,5608,221,247,160,1800,0
3027,195,13,342,26,5627,217,250,165,1806,0
3031,215,16,351,33,5646,202,254,183,1812,0
3037,218,16,362,42,5666,200,254,186,1819,0
3041,184,12,371,46,5685,223,248,156,1826,0
3073,221,14,553,105,5923,202,253,184,1947,0
3077,210,17,531,43,5943,205,254,180,1959,0
3083,206,20,509,49,5964,203,254,179,1972,0
3086,193,20,488,45,5985,213,252,164,1986,0
3086,198,19,467,45,6005,210,253,169,1999,0
3093,202,18,446,43,6026,209,253,173,2014,0
3096,202,17,424,46,6047,210,253,172,2028,0
3100,212,17,404,46,6068,204,254,181,2043,0
3103,209,15,382,49,6089,207,253,177,2058,0
3106,202,15,361,46,6110,212,252,172,2073,0
3109,203,14,339,49,6131,212,252,172,2089,0
3113,202,15,319,43,6148,212,252,172,2105,0
3116,183,15,297,46,6156,223,249,154,2122,0
3113,158,17,277,40,6163,236,241,129,2138,0
3109,161,17,255,36,6170,235,242,132,2155,0
3109,192,17,234,32,6177,217,251,163,2173,0
3113,200,18,212,36,6185,210,253,171,2190,0
3116,189,17,192,36,6192,218,251,160,2208,0
3116,182,18,170,36,6199,223,249,152,2226,0
3106,200,18,60,-6,6268,211,253,171,2399,0
3106,198,19,90,-12,6276,211,252,169,2420,0
3109,198,21,120,-6,6284,208,253,170,2440,0
3113,177,20,150,-2,6293,225,247,145,2461,0
3113,171,17,180,-9,6302,230,245,141,2482,0
3113,158,17,210,-12,6310,236,241,129,2503,0
3106,142,17,240,-22,6319,243,233,114,2524,0
3100,171,10,270,-28,6328,227,245,149,2546,0
3106,195,8,300,-22,6337,219,247,163,2568,0
3106,174,6,330,-22,6347,224,243,153,2589,0
3106,180,6,360,-22,6356,222,244,156,2611,0
3106,142,8,390,-22,6366,233,238,137,2634,0
3100,154,10,420,-28,6375,232,241,139,2656,0
3100,184,12,437,-8,6385,223,248,156,2678,0
3100,176,12,430,-8,6395,226,246,152,2701,0
3100,163,11,424,-8,6405,231,243,143,2724,0
3096,180,12,421,-12,6415,224,247,154,2746,0
3100,179,15,420,-8,6426,225,248,151,2769,0
3096,162,18,420,-12,6436,234,242,130,2793,0
3093,171,17,420,-15,6447,230,245,141,2816,0
3093,170,14,420,-15,6457,229,245,145,2839,0
3090,175,10,420,-18,6468,226,246,151,2863,0
3093,161,12,420,-15,6479,232,243,140,2886,0
3086,172,14,420,-22,6490,229,246,145,2910,0
3093,185,13,420,-15,6501,222,249,157,2934,0
3090,144,12,420,-18,6512,237,238,129,2958,0
3083,149,11,420,-25,6524,235,239,134,2982,0
3083,184,13,420,39,6535,222,248,157,3006,0
3090,186,17,404,53,6547,221,250,157,3031,0
3086,166,16,382,52,6559,232,244,137,3055,0
3080,148,12,361,46,6571,236,239,131,3079,0
3077,157,7,342,43,6583,228,241,146,3104,0
3080,170,10,324,46,6595,227,245,149,3129,0
3080,171,14,309,46,6607,229,246,146,3154,0
3077,149,13,295,43,6619,237,239,129,3178,0
3067,120,9,285,33,6632,236,233,128,3203,0
3064,26,6,277,30,6644,217,227,146,3228,0
3060,11,14,272,26,6657,205,212,142,3254,0
3057,16,16,270,23,6670,204,205,134,3279,0
3054,12,14,270,20,6682,205,210,140,3304,0
3057,40,11,270,23,6695,221,216,128,3329,0
3050,75,9,270,16,6709,232,223,123,3355,0
3050,97,6,270,16,6684,229,232,137,3380,0
3047,117,6,270,13,6655,231,234,136,3406,0
3044,144,6,272,10,6626,230,239,143,3432,0
3044,127,9,277,10,6598,236,234,129,3457,0
3037,113,12,285,3,6569,240,228,116,3483,0
3031,117,11,295,-2,6540,238,230,121,3509,0
3027,125,8,309,-6,6511,234,235,133,3535,0
3024,121,8,323,-6,6483,235,233,130,3561,0
2968,232,5,300,29,5967,211,245,171,4039,0
2978,270,9,300,39,5939,195,244,187,4066,0
2978,32,6,300,39,5910,219,227,145,4093,0
2975,63,14,301,36,5882,232,211,108,4120,0
2965,54,9,306,26,5853,225,221,130,4147,0
2965,23,5,313,26,5825,217,228,148,4174,0
2962,60,13,323,23,5797,230,212,113,4201,0
2952,70,18,331,13,5768,236,202,90,4228,0
2942,72,12,335,3,5740,233,217,115,4256,0
2942,70,5,342,6,5711,225,230,140,4283,0
2939,80,12,335,112,5683,236,219,113,4310,0
2929,81,19,306,102,5655,242,204,85,4338,0
2919,79,15,277,92,5626,239,211,99,4365,0
2913,76,15,247,86,5598,237,212,102,4392,0
2903,85,29,218,76,5570,246,178,40,4420,0
2880,90,31,190,53,5541,249,175,31,4447,0
2867,92,24,162,40,5513,249,194,59,4475,0
2850,90,25,134,23,5485,248,191,57,4502,0
2824,267,16,30,3,5316,178,245,205,4669,0
2840,265,31,60,19,5288,127,235,237,4696,0
2860,268,35,85,33,5260,112,229,243,4724,0
2880,271,34,108,53,5232,112,227,242,4752,0
2900,272,31,134,73,5204,124,231,237,4780,0
2959,207,4,514,132,4842,217,244,163,5144,0
2959,135,5,543,132,4814,228,238,144,5172,0
2955,116,7,573,128,4786,233,233,133,5200,0
2952,101,6,603,125,4759,230,232,135,5229,0
2949,76,10,633,122,4731,233,220,118,5257,0
2939,72,15,649,43,4703,236,210,102,5285,0
2932,65,10,624,36,4676,230,221,123,5313,0
2932,52,8,600,42,4648,225,223,133,5342,0
2926,50,11,576,36,4621,225,216,124,5370,0
2922,6,7,553,39,4593,211,226,152,5398,0
2926,12,7,531,43,4566,213,226,150,5427,0
2919,55,11,509,36,4539,227,216,121,5455,0
2916,53,7,342,46,4321,224,224,134,5683,0
2913,41,5,324,43,4294,220,229,145,5711,0
2913,30,5,309,46,4267,218,228,146,5740,0
2909,60,12,295,39,4240,229,215,118,5768,0
2903,54,11,285,33,4213,226,216,122,5797,0
2900,0,7,277,30,4186,210,228,155,5825,0
2903,7,6,258,33,4159,213,228,153,5854,0
2900,20,6,242,30,4132,216,227,148,5883,0
2900,355,9,228,43,4106,206,224,157,5911,0
2900,13,12,218,43,4079,208,216,143,5940,0
2896,37,14,212,39,4052,219,207,121,5968,0
2890,49,15,201,33,4025,225,206,111,5997,0
2883,50,12,190,36,3999,225,214,121,6026,0
2880,69,8,182,33,3972,229,224,128,6055,0
2877,102,6,170,30,3946,230,233,137,6083,0
2877,98,7,150,30,3919,232,230,130,6112,0
2870,90,9,134,23,3893,235,225,121,6141,0
2867,96,7,124,20,3867,232,229,129,6169,0
2863,102,14,120,26,3840,243,221,104,6198,0
2850,113,16,95,13,3814,246,221,98,6227,0
2844,116,13,67,7,3788,242,227,112,6256,0
2837,92,8,42,0,3762,233,228,128,6284,0
2837,45,3,30,0,3736,220,232,149,6313,0
2837,63,3,30,0,3710,222,233,146,6342,0
2834,72,8,30,0,3684,229,226,130,6371,0
2827,71,10,30,6,3658,231,221,121,6400,0
2821,45,5,0,0,3632,222,228,142,6428,0
2824,0,6,0,0,3607,212,229,155,6457,0
2824,5,8,0,0,3581,210,225,152,6486,0
2824,354,10,0,0,3555,204,223,157,6515,0
2824,20,13,30,6,3530,211,212,136,6516,0
2818,21,15,30,0,3504,208,206,132,6491,0
2818,352,14,42,7,3479,194,214,158,6466,0
2821,14,14,60,20,3454,206,210,140,6442,0
2814,0,14,67,10,3428,199,214,151,6417,0
2821,341,12,85,17,3403,194,222,166,6393,0
2821,354,9,95,20,3378,206,225,158,6368,0
2821,352,7,108,23,3353,208,229,158,6344,0
2821,55,8,124,20,3328,225,223,132,6319,0
2814,3,5,134,13,3303,213,230,155,6295,0
2821,344,7,150,23,3279,206,229,162,6271,0
2818,43,8,162,20,3254,222,222,136,6246,0
2814,45,8,175,19,3229,223,223,135,6222,0
2811,0,6,190,16,3205,211,228,155,6198,0
2814,353,6,201,23,3181,210,230,158,6174,0
2811,52,8,212,23,3156,225,223,133,6150,0
2808,34,7,218,20,3132,219,225,142,6126,0
2808,27,7,228,27,3108,217,224,143,6102,0
2804,55,11,242,19,3084,227,216,121,6078,0
2798,32,6,247,20,3060,219,226,144,6054,0
2801,320,4,256,23,3036,209,236,165,6031,0
2802,76,4,268,24,3013,225,232,143,6007,0
2798,92,6,283,20,2989,230,231,135,5983,0
2795,108,4,268,40,2966,226,235,144,5960,0
2793,120,5,256,38,2942,229,235,140,5936,0
2790,111,8,242,40,2919,234,231,129,5913,0
2786,105,7,228,36,2896,233,231,130,5889,0
2783,104,4,216,33,2873,226,234,143,5866,0
2782,83,6,201,39,2850,228,230,137,5843,0
2777,85,8,190,34,2828,232,226,126,5819,0
2771,105,7,175,28,2805,232,232,133,5796,0
2769,115,7,162,26,2783,232,233,134,5773,0
2765,128,6,153,22,2761,230,236,140,5750,0
2764,166,4,150,21,2739,223,241,153,5727,0
2765,158,4,150,32,2717,225,240,150,5704,0
2763,141,6,134,30,2695,229,238,143,5681,0
2761,135,5,124,28,2673,229,238,143,5659,0
2761,121,4,120,28,2652,227,236,144,5636,0
2759,112,4,120,26,2630,227,235,142,5613,0
2756,171,3,120,23,2609,221,240,155,5591,0
2757,165,3,124,24,2588,222,240,154,5568,0
2756,79,4,134,23,2568,224,233,144,5546,0
2754,56,5,150,26,2547,223,229,141,5523,0
2750,79,6,134,34,2527,228,229,135,5501,0
2746,117,6,124,34,2506,231,234,136,5479,0
2743,132,12,108,31,2486,239,234,123,5457,0
2737,130,17,95,25,2467,246,227,104,5435,0
2729,137,17,85,25,2447,244,231,110,5413,0
2725,142,17,67,21,2428,243,233,114,5391,0
2718,137,19,60,14,2408,245,230,105,5369,0
2711,142,16,42,8,2389,241,235,117,5347,0
2706,172,12,30,3,2371,228,245,148,5326,0
2709,166,10,30,5,2352,229,244,145,5304,0
2704,122,10,0,0,2334,238,232,124,5282,0
2699,72,5,0,0,2316,226,230,138,5261,0
2698,344,10,0,0,2298,201,225,163,5240,0
2703,344,16,30,7,2281,185,213,165,5218,0
2705,0,18,42,12,2264,190,203,147,5197,0
2703,357,18,67,15,2247,189,205,151,5176,0
2706,351,17,85,22,2230,188,209,157,5155,0
2706,6,14,108,21,2214,201,212,146,5134,0
2704,36,11,120,24,2197,219,216,131,5113,0
2698,48,6,124,18,2182,223,227,140,5093,0
2700,53,5,134,22,2166,223,229,142,5072,0
2695,52,8,150,20,2151,225,222,131,5052,0
2692,11,9,150,13,2136,211,222,148,5031,0
2693,354,12,150,20,2121,200,218,156,5011,0
2693,340,15,150,26,2107,187,217,168,4991,0
2699,333,15,150,36,2093,184,220,174,4970,0
2701,342,12,153,41,2080,195,222,166,4950,0
2703,348,10,162,44,2066,201,224,161,4930,0
2704,33,10,175,47,2053,218,219,136,4911,0
2698,62,12,192,46,2041,230,215,115,4891,0
2692,60,8,192,34,2029,227,223,131,4871,0
2691,45,7,175,33,2017,222,225,138,4852,0
2688,52,10,162,45,2006,226,218,125,4832,0
2681,60,14,150,38,1994,230,211,110,4813,0
2673,71,16,134,30,1984,236,208,99,4794,0
2665,85,16,124,36,1974,241,211,96,4775,0
2657,107,15,108,35,1964,245,220,100,4756,0
2650,123,19,85,28,1954,248,222,94,4737,0
2640,125,22,67,27,1945,251,218,83,4718,0
2629,123,23,42,16,1937,251,216,79,4699,0
2617,120,17,30,7,1929,247,223,98,4681,0
2610,63,1,0,0,1921,220,236,153,4662,0
2617,321,12,0,0,1914,188,228,179,4644,0
2622,342,15,30,11,1907,187,216,166,4626,0
2622,9,17,30,10,1900,199,205,140,4608,0
2618,20,17,30,5,1895,206,201,128,4590,0
